id,province_id,province,district_id,district,corregimiento_id,corregimiento,cabecera,inactive
9-5-12,9,Veraguas,5,Las Palmas,12,Zapotillo,0,0
9-5-13,9,Veraguas,5,Las Palmas,13,Altamira,0,0
9-6-1,9,Veraguas,6,Montijo,1,Montijo,1,0
9-6-2,9,Veraguas,6,Montijo,2,Arenas,0,0
9-6-3,9,Veraguas,6,Montijo,3,Gobernadora,0,0
9-6-4,9,Veraguas,6,Montijo,4,La Garceana,0,0
9-6-5,9,Veraguas,6,Montijo,5,Leones,0,0
9-6-6,9,Veraguas,6,Montijo,6,Cébaco,0,0
9-6-7,9,Veraguas,6,Montijo,7,Costa Hermosa,0,0
9-6-8,9,Veraguas,6,Montijo,8,Unión del Norte,0,0
9-6-9,9,Veraguas,6,Montijo,9,Tebario,0,0
9-6-10,9,Veraguas,6,Montijo,10,El Pilón,0,0
9-7-1,9,Veraguas,7,Río de Jesús,1,Río de Jesús,1,0
9-7-2,9,Veraguas,7,Río de Jesús,2,Las Huacas,0,0
9-7-3,9,Veraguas,7,Río de Jesús,3,Los Castillos,0,0
9-7-4,9,Veraguas,7,Río de Jesús,4,Utira,0,0
9-7-5,9,Veraguas,7,Río de Jesús,5,Catorce de Noviembre,0,0
9-8-1,9,Veraguas,8,San Francisco,1,San Francisco,1,0
9-8-2,9,Veraguas,8,San Francisco,2,Corral Falso,0,0
9-8-3,9,Veraguas,8,San Francisco,3,Los Hatillos,0,0
9-8-4,9,Veraguas,8,San Francisco,4,Remance,0,0
9-8-5,9,Veraguas,8,San Francisco,5,San Juan,0,0
9-8-6,9,Veraguas,8,San Francisco,6,San José,0,0
9-9-1,9,Veraguas,9,Santa Fe,1,Santa Fe,1,0
9-9-2,9,Veraguas,9,Santa Fe,2,Calovébora,0,0
9-9-3,9,Veraguas,9,Santa Fe,3,El Alto,0,0
9-9-4,9,Veraguas,9,Santa Fe,4,El Cuay,0,0
9-9-5,9,Veraguas,9,Santa Fe,5,El Pantano,0,0
9-9-6,9,Veraguas,9,Santa Fe,6,Gatú o Gatucito,0,0
9-9-7,9,Veraguas,9,Santa Fe,7,Río Luis,0,0
9-10-1,9,Veraguas,10,Santiago,1,Santiago,1,0
9-10-2,9,Veraguas,10,Santiago,2,La Colorada,0,0
9-10-3,9,Veraguas,10,Santiago,3,La Peña,0,0
9-10-4,9,Veraguas,10,Santiago,4,La Raya de Santa María,0,0
9-10-5,9,Veraguas,10,Santiago,5,Ponuga,0,0
9-10-6,9,Veraguas,10,Santiago,6,San Pedro del Espino,0,0
9-10-7,9,Veraguas,10,Santiago,7,Canto del Llano,0,0
9-10-8,9,Veraguas,10,Santiago,8,Los Algarrobos,0,0
9-10-9,9,Veraguas,10,Santiago,9,Carlos Santana Ávila,0,0
9-10-10,9,Veraguas,10,Santiago,10,Edwin Fábrega,0,0
9-10-11,9,Veraguas,10,Santiago,11,San Martín de Porres,0,0
9-10-12,9,Veraguas,10,Santiago,12,Urracá,0,0
9-11-1,9,Veraguas,11,Soná,1,Soná,1,0
9-11-2,9,Veraguas,11,Soná,2,Bahía Honda,0,0
9-11-3,9,Veraguas,11,Soná,3,Calidonia,0,0
9-11-4,9,Veraguas,11,Soná,4,Cativé,0,0
9-11-5,9,Veraguas,11,Soná,5,El Marañón,0,0
9-11-6,9,Veraguas,11,Soná,6,Guarumal,0,0
9-11-7,9,Veraguas,11,Soná,7,La Soledad,0,0
9-11-8,9,Veraguas,11,Soná,8,Quebrada de Oro,0,0
9-11-9,9,Veraguas,11,Soná,9,Río Grande,0,0
9-11-10,9,Veraguas,11,Soná,10,Rodeo Viejo,0,0
9-12-1,9,Veraguas,12,Mariato,1,Llano de Catival o Mariato,1,0
9-12-2,9,Veraguas,12,Mariato,2,Arenas,0,0
9-12-3,9,Veraguas,12,Mariato,3,El Cacao,0,0
9-12-4,9,Veraguas,12,Mariato,4,Quebro,0,0
9-12-5,9,Veraguas,12,Mariato,5,Tebario,0,0
10-1-1,10,Comarca Kuna Yala,1,Comarca Kuna Yala,1,Narganá,1,0
10-1-2,10,Comarca Kuna Yala,1,Comarca Kuna Yala,2,Ailigandí,0,0
10-1-3,10,Comarca Kuna Yala,1,Comarca Kuna Yala,3,Puerto Obaldía,0,0
10-1-4,10,Comarca Kuna Yala,1,Comarca Kuna Yala,4,Tubualá,0,0
11-1-1,11,Comarca Emberá-Wounaan,1,Cémaco,1,Cirilo Guaynora,1,0
11-1-2,11,Comarca Emberá-Wounaan,1,Cémaco,2,Lajas Blancas,0,0
11-1-3,11,Comarca Emberá-Wounaan,1,Cémaco,3,Manuel Ortega,0,0
11-2-1,11,Comarca Emberá-Wounaan,2,Sambú,1,Río Sábalo,0,0
11-2-2,11,Comarca Emberá-Wounaan,2,Sambú,2,Jingurudó,0,0
12-1-1,12,Comarca Ngäbe-Buglé,1,Besikó,1,Soloy,1,0
12-1-2,12,Comarca Ngäbe-Buglé,1,Besikó,2,Boca de Balsa,0,0
12-1-3,12,Comarca Ngäbe-Buglé,1,Besikó,3,Camarón Arriba,0,0
12-1-4,12,Comarca Ngäbe-Buglé,1,Besikó,4,Cerro Banco,0,0
12-1-5,12,Comarca Ngäbe-Buglé,1,Besikó,5,Cerro de Patena,0,0
12-1-6,12,Comarca Ngäbe-Buglé,1,Besikó,6,Emplanada de Chorcha,0,0
12-1-7,12,Comarca Ngäbe-Buglé,1,Besikó,7,Nämnoní,0,0
12-1-8,12,Comarca Ngäbe-Buglé,1,Besikó,8,Niba,0,0
12-2-1,12,Comarca Ngäbe-Buglé,2,Mironó,1,Hato Pilón,1,0
12-2-2,12,Comarca Ngäbe-Buglé,2,Mironó,2,Cascabel,0,0
12-2-3,12,Comarca Ngäbe-Buglé,2,Mironó,3,Hato Corotú,0,0
12-2-4,12,Comarca Ngäbe-Buglé,2,Mironó,4,Hato Culantro,0,0
12-2-5,12,Comarca Ngäbe-Buglé,2,Mironó,5,Hato Jobo,0,0
12-2-6,12,Comarca Ngäbe-Buglé,2,Mironó,6,Hato Julí,0,0
12-2-7,12,Comarca Ngäbe-Buglé,2,Mironó,7,Quebrada de Loro,0,0
12-2-8,12,Comarca Ngäbe-Buglé,2,Mironó,8,Salto Dupí,0,0
12-3-1,12,Comarca Ngäbe-Buglé,3,Müna,1,Chichica,1,0
12-3-2,12,Comarca Ngäbe-Buglé,3,Müna,2,Alto Caballero,0,0
12-3-3,12,Comarca Ngäbe-Buglé,3,Müna,3,Bakama,0,0
12-3-4,12,Comarca Ngäbe-Buglé,3,Müna,4,Cerro Caña,0,0
12-3-5,12,Comarca Ngäbe-Buglé,3,Müna,5,Cerro Puerco,0,0
12-3-6,12,Comarca Ngäbe-Buglé,3,Müna,6,Krüa,0,0
12-3-7,12,Comarca Ngäbe-Buglé,3,Müna,7,Maraca,0,0
12-3-8,12,Comarca Ngäbe-Buglé,3,Müna,8,Nibra,0,0
12-3-9,12,Comarca Ngäbe-Buglé,3,Müna,9,Peña Blanca,0,0
12-3-10,12,Comarca Ngäbe-Buglé,3,Müna,10,Roka,0,0
12-3-11,12,Comarca Ngäbe-Buglé,3,Müna,11,Sitio Prado,0,0
12-3-12,12,Comarca Ngäbe-Buglé,3,Müna,12,Umaní,0,0
12-4-1,12,Comarca Ngäbe-Buglé,4,Nole Düima,1,Cerro Iglesias,1,0
12-4-2,12,Comarca Ngäbe-Buglé,4,Nole Düima,2,Hato Chamí,0,0
12-4-3,12,Comarca Ngäbe-Buglé,4,Nole Düima,3,Jädeberi,0,0
12-4-4,12,Comarca Ngäbe-Buglé,4,Nole Düima,4,Lajero,0,0
12-4-5,12,Comarca Ngäbe-Buglé,4,Nole Düima,5,Susama,0,0
12-5-1,12,Comarca Ngäbe-Buglé,5,Ñürüm,1,Buenos Aires,1,0
12-5-2,12,Comarca Ngäbe-Buglé,5,Ñürüm,2,Agua de Salud,0,0
12-5-3,12,Comarca Ngäbe-Buglé,5,Ñürüm,3,Alto de Jesús,0,0
12-5-4,12,Comarca Ngäbe-Buglé,5,Ñürüm,4,Cerro Pelado,0,0
12-5-5,12,Comarca Ngäbe-Buglé,5,Ñürüm,5,El Bale,0,0
12-5-6,12,Comarca Ngäbe-Buglé,5,Ñürüm,6,El Paredón,0,0
12-5-7,12,Comarca Ngäbe-Buglé,5,Ñürüm,7,El Piro,0,0
12-5-8,12,Comarca Ngäbe-Buglé,5,Ñürüm,8,Guayabito,0,0
12-5-9,12,Comarca Ngäbe-Buglé,5,Ñürüm,9,Güibale,0,0
12-6-1,12,Comarca Ngäbe-Buglé,6,Kankintú,1,Bisira,1,0
12-6-2,12,Comarca Ngäbe-Buglé,6,Kankintú,2,Burí,0,0
12-6-3,12,Comarca Ngäbe-Buglé,6,Kankintú,3,Guariviara,0,0
12-6-4,12,Comarca Ngäbe-Buglé,6,Kankintú,4,Guoroní,0,0
12-6-5,12,Comarca Ngäbe-Buglé,6,Kankintú,5,Kankintú,0,0
12-6-6,12,Comarca Ngäbe-Buglé,6,Kankintú,6,Mününí,0,0
12-6-7,12,Comarca Ngäbe-Buglé,6,Kankintú,7,Piedra Roja,0,0
12-6-8,12,Comarca Ngäbe-Buglé,6,Kankintú,8,Tuwai,0,0
12-6-9,12,Comarca Ngäbe-Buglé,6,Kankintú,9,Man Creek,0,0
12-7-1,12,Comarca Ngäbe-Buglé,7,Kusapín,1,Kusapín,1,0
12-7-2,12,Comarca Ngäbe-Buglé,7,Kusapín,2,Bahía Azul,0,0
12-7-3,12,Comarca Ngäbe-Buglé,7,Kusapín,3,Calovébora o Santa Catalina,0,0
12-7-4,12,Comarca Ngäbe-Buglé,7,Kusapín,4,Loma Yuca,0,0
12-7-5,12,Comarca Ngäbe-Buglé,7,Kusapín,5,Río Chiriquí,0,0
12-7-6,12,Comarca Ngäbe-Buglé,7,Kusapín,6,Tobobé,0,0
12-7-7,12,Comarca Ngäbe-Buglé,7,Kusapín,7,Valle Bonito,0,0
12-8-1,12,Comarca Ngäbe-Buglé,8,Jirondai,1,Samboa,0,0
12-8-2,12,Comarca Ngäbe-Buglé,8,Jirondai,2,Burí,0,0
12-8-3,12,Comarca Ngäbe-Buglé,8,Jirondai,3,Guariviara,0,0
12-8-4,12,Comarca Ngäbe-Buglé,8,Jirondai,4,Man Creek,0,0
12-8-5,12,Comarca Ngäbe-Buglé,8,Jirondai,5,Tuwai,0,0
12-9-1,12,Comarca Ngäbe-Buglé,9,Santa Catalina o Calovébora (Bledeshia),1,Santa Catalina o Calovébora (Bledeshia),1,0
12-9-2,12,Comarca Ngäbe-Buglé,9,Santa Catalina o Calovébora (Bledeshia),2,Alto Bilingüe (Gdogueshia),0,0
12-9-3,12,Comarca Ngäbe-Buglé,9,Santa Catalina o Calovébora (Bledeshia),3,Loma Yuca (Ijuicho),0,0
12-9-4,12,Comarca Ngäbe-Buglé,9,Santa Catalina o Calovébora (Bledeshia),4,San Pedrito,0,0
12-9-5,12,Comarca Ngäbe-Buglé,9,Santa Catalina o Calovébora (Bledeshia),5,Valle Bonito (Dogata),0,0
13-1-1,13,Panamá Oeste,1,Arraiján,1,Arraiján,1,0
13-1-2,13,Panamá Oeste,1,Arraiján,2,Burunga,0,0
13-1-3,13,Panamá Oeste,1,Arraiján,3,Cerro Silvestre,0,0
13-1-4,13,Panamá Oeste,1,Arraiján,4,Juan Demóstenes Arosemena,0,0
13-1-5,13,Panamá Oeste,1,Arraiján,5,Nuevo Emperador,0,0
13-1-6,13,Panamá Oeste,1,Arraiján,6,Santa Clara,0,0
13-1-7,13,Panamá Oeste,1,Arraiján,7,Veracruz,0,0
13-1-8,13,Panamá Oeste,1,Arraiján,8,Vista Alegre,0,0
13-2-1,13,Panamá Oeste,2,Capira,1,Capira,1,0
13-2-2,13,Panamá Oeste,2,Capira,2,Caimito,0,0
13-2-3,13,Panamá Oeste,2,Capira,3,Campana,0,0
13-2-4,13,Panamá Oeste,2,Capira,4,Cermeño,0,0
13-2-5,13,Panamá Oeste,2,Capira,5,Cirí de Los Sotos,0,0
13-2-6,13,Panamá Oeste,2,Capira,6,Cirí Grande,0,0
13-2-7,13,Panamá Oeste,2,Capira,7,El Cacao,0,0
13-2-8,13,Panamá Oeste,2,Capira,8,La Trinidad,0,0
13-2-9,13,Panamá Oeste,2,Capira,9,Las Ollas Arriba,0,0
13-2-10,13,Panamá Oeste,2,Capira,10,Lídice,0,0
13-2-11,13,Panamá Oeste,2,Capira,11,Villa Carmen,0,0
13-2-12,13,Panamá Oeste,2,Capira,12,Villa Rosario,0,0
13-2-13,13,Panamá Oeste,2,Capira,13,Santa Rosa,0,0
13-3-1,13,Panamá Oeste,3,Chame,1,Chame,1,0
13-3-2,13,Panamá Oeste,3,Chame,2,Bejuco,0,0
13-3-3,13,Panamá Oeste,3,Chame,3,Buenos Aires,0,0
13-3-4,13,Panamá Oeste,3,Chame,4,Cabuya,0,0
13-3-5,13,Panamá Oeste,3,Chame,5,Chicá,0,0
13-3-6,13,Panamá Oeste,3,Chame,6,El Líbano,0,0
13-3-7,13,Panamá Oeste,3,Chame,7,Las Lajas,0,0
13-3-8,13,Panamá Oeste,3,Chame,8,Nueva Gorgona,0,0
13-3-9,13,Panamá Oeste,3,Chame,9,Punta Chame,0,0
13-3-10,13,Panamá Oeste,3,Chame,10,Sajalices,0,0
13-3-11,13,Panamá Oeste,3,Chame,11,Sorá,0,0
13-4-1,13,Panamá Oeste,4,La Chorrera,1,Barrio Balboa,0,0
13-4-2,13,Panamá Oeste,4,La Chorrera,2,Barrio Colón,0,0
13-4-3,13,Panamá Oeste,4,La Chorrera,3,Amador,0,0
13-4-4,13,Panamá Oeste,4,La Chorrera,4,Arosemena,0,0
13-4-5,13,Panamá Oeste,4,La Chorrera,5,El Arado,0,0
13-4-6,13,Panamá Oeste,4,La Chorrera,6,El Coco,0,0
13-4-7,13,Panamá Oeste,4,La Chorrera,7,Feuillet,0,0
13-4-8,13,Panamá Oeste,4,La Chorrera,8,Guadalupe,0,0
13-4-9,13,Panamá Oeste,4,La Chorrera,9,Herrera,0,0
13-4-10,13,Panamá Oeste,4,La Chorrera,10,Hurtado,0,0
13-4-11,13,Panamá Oeste,4,La Chorrera,11,Iturralde,0,0
13-4-12,13,Panamá Oeste,4,La Chorrera,12,La Represa,0,0
13-4-13,13,Panamá Oeste,4,La Chorrera,13,Los Díaz,0,0
13-4-14,13,Panamá Oeste,4,La Chorrera,14,Mendoza,0,0
13-4-15,13,Panamá Oeste,4,La Chorrera,15,Obaldía,0,0
13-4-16,13,Panamá Oeste,4,La Chorrera,16,Playa Leona,0,0
13-4-17,13,Panamá Oeste,4,La Chorrera,17,Puerto Caimito,0,0
13-4-18,13,Panamá Oeste,4,La Chorrera,18,Santa Rita,0,0
13-5-1,13,Panamá Oeste,5,San Carlos,1,San Carlos,1,0
13-5-2,13,Panamá Oeste,5,San Carlos,2,El Espino,0,0
13-5-3,13,Panamá Oeste,5,San Carlos,3,El Higo,0,0
13-5-4,13,Panamá Oeste,5,San Carlos,4,Guayabito,0,0
13-5-5,13,Panamá Oeste,5,San Carlos,5,La Ermita,0,0
13-5-6,13,Panamá Oeste,5,San Carlos,6,La Laguna,0,0
13-5-7,13,Panamá Oeste,5,San Carlos,7,Las Uvas,0,0
13-5-8,13,Panamá Oeste,5,San Carlos,8,Los Llanitos,0,0
13-5-9,13,Panamá Oeste,5,San Carlos,9,San José,0,0
